cid,text,time,author,channel,votes,photo,heart,video_id
UgwdtIMvXVLo5HGT0ZF4AaABAg,troppo bello...ma manca parte 1,قبل 9 سنوات,francesca,UChAsdb1UWrxiKWO131ve25Q,0,,False,8B637z8Hdfs
UgwqoJdfDuLji6Rn2114AaABAg,"Wow, this is amazing! LOVE the fx & the song is fantastic! And congrats on being on vacation :) Enjoy it!! ",قبل 11 سنة,Anna G,UCdUBiZoLqIoOEzxtXr4lp2A,0,,False,cmITxXFLBfM
UgzaMAECjmVM3kgiQTF4AaABAg,I thing is fantástico.,قبل 4 سنوات,Carlos Peña Aguilar,UCMtNB7lSyYi-piTIhXI8sMA,0,,False,9I-yqIstZ2U
Ugj8_lDYUGg2RngCoAEC,"He'll watch this in 20 years and think ""holy crap I was one lucky kid!""",قبل 5 سنوات,Kaden McDonald,UCVM-wGrRv7NCx4iUCrE1XXA,73,,False,c-ImV8Sb3UI
UgxVnNdp6F6CuyzPqLR4AaABAg,I used to change my settings all the time but the only thing I change now is the crosshair and occasionally res (even those I don’t change much),قبل 4 سنوات,Walsh,UCN9tL7ir3idRMye_dQf682w,0,,False,tnNOSU-nggY
UgxLyoRdJOCka0nmfWV4AaABAg,"I love your vídeo.
How are you doing to fly so smooth? Have you any advice to me? Pids config or something? And what about the cinematic effect? Any tutorial for postedition? Thanks",قبل 3 سنوات,Hamlet Fpv,UCMj1JbdV92jLikTscIWKXPQ,0,,False,DctU0k3OqJs
Ugz4z6tQzwFE6Q8lcId4AaABAg,"buen video agradezco amigo si me ayudas con la capa
muchas gracias",قبل 3 سنوات,monica lopez,UC5O-Fw500q-iseGcXxFjJKw,0,,False,NY0mHs5aixk
UgwsyhxYNuCyeaKpXQZ4AaABAg.8mZ-DNwzmYU8mZ72tnaYfB,"Thank you so much my dear. I had a live chat today and well, let's say that I now understand the value of having moderators present.",قبل 3 سنوات,Butterfly Magic with Hot Tea,UCYhojqBkvhv960UfhjjBLTA,0,,False,gnRii47nrXU
UgwrXwATg73CiicaxZx4AaABAg,Extraño esos vídeos y a esos polinesios de antes😔💝,قبل 3 سنوات (تم تعديله),Angel Pizarro,UCdw4qkfyJpaneH-Ghz8XpBw,1,,False,9gq5iPhl41o
Ugx7be2Q2sUegvIaBxN4AaABAg,  พยาธิมีอยู่ในตัวทุกคน ฟูการ์คาเม็ดเดียวครั้งเดียว,قبل 9 سنوات,keeauto1974,UC88X0vRONo9XL0VB7NpHYsA,0,,False,bUvUAcZGlds
UgipbnXyLEdjNngCoAEC.7-H0Z7-Hpb-7-H0hrpTH0p,ea ea ea ea!!!  ☺ jaja,قبل 8 سنوات,DjPiTy87-PityRecords,UCPXxC96RsrJOteLTk9fOWbA,1,,False,Qi4Uy2jwKAY
UgxmaUXxf1MltcKCJE54AaABAg,"Eu quero deixar registrado aqui meu agradecimento ao Prof° Ronaldo Rodrigues, muito obrigada! Fui aprovada hoje no exame de Legislação e as aulas me ajudaram muito. Quero parabenizá-lo pela qualidade e didática que são excelentes!",قبل 8 سنوات,Petunia Faria,UCyYigmJiRsXC7LPk36RQvFA,5,,False,pL9Y2A40cdg
UgzEYDVcqJUhyRvEk394AaABAg,"Aaaah, depois de vê essa faxina vou ali ajeitar a minha 😂❤ Ameii o vídeo💕",قبل 4 سنوات,Canal Letícia Silva,UC1etr6GWNQPCTDlNGggG5Kg,0,,False,n-jVgcP1tTw
Ugx5u7ThXZ1HQ_JfbK54AaABAg,"Intimacy on steroids!

Kim, you really put a smile on my face today, a day when I really needed a smile due to all the tears I've been crying today, the day before Resurrection Sunday 2020.

After hearing about the latest death toll in Italy from the COVID-19 virus on CNN this morning, 20,000 people, with the United States trailing just behind them at 18,000 dead as of Good Friday, I just broke down. But your steroids comment helped to put a smile on my face again, at least for just a moment. I'm still pretty sad right now though. Hopefully, I'll be in better spirits tomorrow as I celebrate the resurrection our wonderful Savior and Lord, Jesus Christ.

The reason for my post, however, is to ask you a question about memorizing Psalm 139. I could really use some godly counsel from you if you have a moment to spare. I'm not even sure if you'll see this post since your video is over six years old, but I'm gonna take a chance and ask you my question anyway.

Last year, I also memorized Psalm 139, but only the first eighteen verses. I am so glad I memorized it and had been wanting do so for a very long time and, like you, I wanted to be able to have it with me all the time. My question is a three part question and hopefully, you can answer.

1. When you committed Psalm 139 to memory, did you memorize the entire Psalm, including the uncomfortable parts, verses 19-22?

2. If so, was it difficult for you to bring yourself to memorizing those uncomfortable verses? By difficult, I mean emotionally.

3. If so, how did you do it and how can I bring myself to memorizing those uncomfortable verses?

Thanks Kim! I enjoy your videos. You are such a godly encouragement to me.

Happy Resurrection Day! He is risen!

Your sister in Christ. 😊",قبل سنتين (تم تعديله),dinerdashing,UCBr46tD1x2aVDsKfRI8_iHw,1,,False,SsNtgF6BuVI
UggS46joKNY7ZXgCoAEC,Felipitoo es el Youtuber mas Humilde de Mi Ecuador Jejejjeje EL NO PELEA X NADA JAJJAJAJJA A EL LE IMPORTA UN PEDO TODO AJAJJAJAJ,قبل 4 سنوات,Juliette Frozeen,UCKMugmMY65lrzPjypK4VRDg,12,,False,xiz81exwcEk
UghWObvQfDvInHgCoAEC.8F4Cs-zabqH8F6mP6aTIO3," @Cihan Altay  Aynen birşeyler var bakalım ispanya maçında neler olacak. 
Bu arada futbolun gelişmemesi sebebinde son nokta taraftar olabilir benim gözümde. Federasyon ve takım yöneticileri bundan en büyük sorumlular diye düşünüyorum. Çünkü onlar nasıl oluyorsa taraftarda öyle oluyor. Yani kanunu kuralları koyan düzgün koyup onları doğru işletirse emin ol taraftar yola gelebilir zaman içinde. 
Mesela Aziz yıldırım perreira kalacak deyince taraftar ne yapabilir ki örnek veriyorum.

Federasyon başarılı ülkelerin şablonlarını Türkiyeye uyarlarsa altyapı dahil sonuçta amerika kıtasını yeniden keşfetmeye gerek yok. Yapan yapıyor almanya kötüyken büyük bir yatırım yapıp yükselişe geçti. Türkiyeden daha çok oradan uluslararası Türk oyuncu çıkmıyor mu ? Özellikle büyük takımlar paraları çar çur etmek yerine yetenekli oyuncu arayışına gitseler yada altyapıya yatırım yapıp oradan oyuncu çıkartmaya çalışsalar. 30 unu geçmiş o yılı kurtarmak adına yabancı futbolculara tonla paralar akıyor. Üstelik verdiğinin karşılığını bile alamıyorsunuz. 

Ben anlamıyorum yaşını almış oyunculara trilyonlar harcıyoruz sonra avrupanın düşük bütçeli bir takımı gelip bizi yeniyor. Sonra altyapı deyince oraya para aktarmaktan rahatsız oluyorlar.",قبل 5 سنوات,Dogan Kaya,UCqeU0kEubfj7zbG6JuDtWKw,0,,False,hnh9FUP93ZU
UghFGyfUyJGLfngCoAEC,faz vida Real trabalhando no aeroporto e motoxi,قبل 5 سنوات,Breno Alves,UCnJYCVaknr_p6gte4O3XYcQ,0,,False,9fefBRKomPk
UgxboWvR04S13mn2PgZ4AaABAg,"People use money to buy stuff











Chris considers them an artifact",قبل 3 سنوات,Vasilije Vuković,UCmSGAutheHDwmUlnqGqMnWw,61,,True,FM1SacV4diM
UggKkAANdLZjTXgCoAEC,spot on!..it wud be kind of u..if u could elaborate more with more advice..thanks:),قبل 5 سنوات,kasturi de,UC5WlUfyUgloPBJzmJmDqNRw,1,,False,DFRUleudeL0
Ugj89kZauYj8i3gCoAEC,"Super fed video😄
Lav nogle flere videoer med splay🙏",قبل 7 سنوات,Sophie Tabatabaei,UC_McKNFhENrOfE0635ATRwg,0,,False,VZIBfQAjz5U
Ugy1SeSnTXwzjD7Ozfd4AaABAg,maybe more than one,قبل 4 سنوات,soul click,UCI-EiP_iLrwhXG1LHxC7y0A,0,,False,h8Npif_Wl-s
UgwRCyHvks_yHkommiB4AaABAg,"PHENOMENAL BOOBS: Ankoku

I'M CRYING NAJSJASKBASHBAHJBSHJBASA YOU GUYS",قبل 8 سنوات,ShinjuRose,UCERGQwXOFRYiViIQvE8CR9w,0,,False,DrU3wnRZuQ0
UgjOEoaqHLNzaHgCoAEC.8Danhv5gSBr8DasugCt5xS,I don't see a reason to upgrade beyond the steel ones that come with the kit version. I guess if you're looking to save weight you could go with the aluminum ones.,قبل 5 سنوات,Scale Builder's Guild,UCciNiB4HAdnbA5GheQbLl6Q,0,,False,FxcnDaNus3o
UgwXlJJVWRBbLN4SIMR4AaABAg,"Everyone was asking where is Joji, but no one was asking how is Joji.",قبل سنة واحدة,Bryson Smith,UCrc8uJf8k6l91iWW8fmMZYg,5.4 ألف,,False,R2zXxQHBpd8
UghS6mEyuWDvVXgCoAEC,Glad you've got back into it. It's looking like a good idea and look forward to seeing the TMD in action. Those yards lights will be well impressive. Great stuff.,قبل 7 سنوات,STDAVIDS TMD,UCREmsAIgF0VNLm5AggWQo9A,0,,False,UdJBvun_Ny4
Ugyp2O35q1GDuqvVEzt4AaABAg,"Im so glad i found about these guys, Thanks Pandora!",قبل 9 سنوات,Kap'n Kronic,UCuMj8vUFi5bpGU9GI8gQM3w,1,,False,M2Oj_WTKyX4
UgwzxTTiMhe0-3Rf_6l4AaABAg,మీ ఇంటర్వ్యూ చూసాక ఈ షార్ట్ ఫిల్మ్ చూడలనిపించింది... నిజంగా చాలా బాగుంది,قبل 3 أشهر,SR Creatar,UCUbcx9qKpGf9qTIM5vHit_Q,4,,False,C_zRpe46h10
UgjGgoDB4w-iyHgCoAEC,"а как обновить версию, т. к. у меня в.11.03.2017, это опять все сначала играть? и строить по- новой?",قبل 5 سنوات,Dr. Evil,UCaAkQYX6bknpj69Zh3gdMpg,0,,False,Mx5O0Tsj7lE
Uggkotzl-Qx2NngCoAEC,"Alto tema lastima la parte esa q pasa a los 00:49😒, Si le sacarán eso , es buen tema",قبل 5 سنوات,Diego R A - DR,UCPKYZVQrqcM_GCMKDT20m7g,1,,False,rNuqJTNvwSg
UgyBu9VeHP4H_fSq0BZ4AaABAg,Awesome. Hail Dimmu Borgir.,قبل 14 سنة,Chuloloc,UCNDo2GcQ7J3YQoQItbwMezg,0,,False,QS23e6ukGx4
UgyRJoCTnIsUPeRmdJp4AaABAg,Even one slows everything down for me. Trouble is I get some that are ripe with the spots but still have a green stem. I need a substitute for after dinner sweet,قبل 9 أشهر,Jaxon V,UCbVerVR19O3pxjb48lG9j6A,0,,False,LntCf-mlrio
UggpyVqV3RiEZXgCoAEC,hola necesito postulantes para hacer las voces de danganronpa 3 mirai-hen (con buenos microfonos y voces apropiadas),قبل 5 سنوات,Junko Kirigiri,UCw7NVxUp3ruLEyaWA4a_9ZQ,0,,False,CSQhnffrRc8
UghMBR5-ZxsibHgCoAEC,Holy damn! Pure epicness took the form of a video and appeared on my feed... Trust me when I tell you this is the best MEP I've seen in a long time. Every part had gorgeous effects and OMG- that typography. You blew my mind away.,قبل 8 سنوات,FranxVersus | mgmkidkh,UCV6Io05odS99K0_ImsTlZhg,0,,False,5tAtvqtCjHI
UgzQndZJC5Ljo1hdsfF4AaABAg,"lol i can't believe you used the song, ROFL",قبل 13 سنة,Serena H,UCzgMNc8ckMbAMt251M9f2_Q,0,,False,9D-wZPTW6TI
Ugg5u4UcP_P8dngCoAEC,Super jeu,قبل 6 سنوات,Thomas Dmls YT,UCklAmEYJgVYeMfDhFfex1NA,0,,False,nuz0wyalVtk
UggTuMMaAz4jzngCoAEC,Espero con esto las personas sepan ya valorar bien a sus animales a sus mascotas porque ellos dan todo por nosotros y nosotros no valoramos a nuestras mascotas yo se lo digo por aquellas que no saben cuidar bien y éstos Para que vean y aprendan que ellos siempre van a estar ayudándonos,قبل 4 سنوات,Daniel ROSSO AYLLON,UCFrlR43xC59VkbQbLsVCD-w,2,,False,pmxehcBzolc
UgxmSkmcYX7PU7gOL7d4AaABAg,🔥🔥🔥,قبل 3 سنوات,Joyel Jr10,UC5GYr-Glg6nmCoPgTZY_oiQ,0,,False,LaXndtz_PH0
Ugxg9cVwTRFfCJ2lGpV4AaABAg,EL CABALLITO NECIO Caballito Muhhhh Fuaaaa,قبل 4 سنوات (تم تعديله),Jorge Gómez Echeona,UC0M45ErsRp9q3JxL7b4bELQ,0,,False,cq2nI5GnDF8
UgyFHWf-_nQw0aVJN-d4AaABAg,I've lived in this city for almost 6 years. I still can't believe it has held the Olympics. There's no public transportation. Horrible street conditions in Downtown. It's as hot and humid as hell. Traffic is as bad as you can think. I hope I can get a job elsewhere once I'm done with school.,قبل 14 سنة,sky,UCo0zWX0I1Jx5ig-PznVNYKQ,0,,False,9ZrMV_Wsm_4
UgzKtDCGZPxvr1Pp69B4AaABAg,"Liebe Jaqueline,
ich finde dich sehr sympathisch und fühle mich mit dir verbunden. Du zeigst dich wie du bist und das ist schön. Danke für deine Worte. Du hast mir sehr geholfen aus meiner Angst zu kommen und das Drama zu reduzieren.
Es tut gut glücklich zu sein im Augenblick. ☺️👍🌹",قبل سنة واحدة,Schahin Safarabadi,UCPTwJO1JrFI4RWYZ4uCQxCg,0,,False,buOh7zs3LlM
UghWBqg4QpVJqngCoAEC,"T'emmerde pas à essayer de retoucher le son dégueu de Skype, squatte plutôt un mumble ou un ts lorsque tu dois faire un record en multi, le son est nickel :)",قبل 7 سنوات,Ketsutama,UCZeytYkYRIe77D82WVYu-fg,0,,False,aZ9oODgu8Aw
UgzBA5PAwQ_2O-bPMyZ4AaABAg,KL Rahul and Nidhi Agarwal ke beat Love story,قبل سنتين,Bhageran kumar Yadav,UChAw8IG6IbA0uypf7_xjl0w,9,,False,z7uS8jrD5tI
Ugzr8OwI2pkoTWPBv-h4AaABAg,kkkkkkkkkkkk top manim,قبل 4 سنوات,ARTHEMIS' - Phoenix,UCAyawYB4d_ULFEv62bG6dQg,0,,False,abXR66fYwxA
Ugz5Q1PZbmXyhyLSDJt4AaABAg,"Оля рассказывает подробно для неумеек, а мне( умеющей готовить) просто интересно слушать и видеть процесс со стороны",قبل 4 سنوات,malaga ganaremos,UCh4kEQlREpOd7oeHjRBHqtA,42,,False,FH0EGvkiZ-U
Ugwl5W-BPhX930uyEVB4AaABAg,Спасибо за обзоры. С удовольствием смотрю!,قبل 3 سنوات,Андрей Калинин,UC8rYrZDXyS_wbcvGV9LfI4A,19,,False,42GMO71W85Y
UgiLK0DpuJyBn3gCoAEC,"Status: Declined

Edit needs work on flow,cc,sfx,p/c and VFX
Please be sure to re-app

~2idi",قبل 5 سنوات,Bad Editors #BAD,UCmbsX4TCdmD3EZZRwE8xdEg,0,,False,8yqu1UzVSgw
UgjO78695xGWwngCoAEC,0 dislikes #RESPECT !!!!,قبل 4 سنوات,CatNowBlue,UCW8tr4U6eO5nuBhcXm7Xdlg,2,,True,Knzy_CSm3Sk
Ugz8NveG5oM6RODN_6B4AaABAg,Gays,قبل سنتين,Flower city,UCukX7N-LXVebTUealdU1kog,0,,False,jdtBgMYIlaQ
UgxolkwZ2HyAh59bMBR4AaABAg,잘하긴했지 진짜 주작안했으면 아직도 스타판에서 열광받을텐데,قبل سنة واحدة,굽네단,UCOG-TjtQJOQThm0lDFWHwdg,1,,False,WA9UpFxw2SA
UgywwDhYSdEMEemFWiJ4AaABAg,What are the colleges for diploma students (lateral entry).?,قبل 3 سنوات (تم تعديله),Shiva M,UCuKFBwhch-8pdZrrj7TihLg,1,,False,gTmNQ6R29ck
Ugz2J9EcZQ2Fl1OY0b54AaABAg,Cara você tem que pegar todas as falas do Virgil ele diz umas coisas importantes,قبل 3 سنوات,Raiden Frost,UCAlDwGWni-2zEEr55zTY7eA,2,,False,VeRSVEh84hA
UgjwZrgyReAT1XgCoAEC,Dale Hunter was much better off at pissing off the other team players then fighting them and he proves it once more. Don't get me wrong' I'm from Quebec city and I've seen him play with the Nordiques and I loved him believe me.,قبل 6 سنوات,Pierre Nadeau,UCwNonwe0nZigqT_SW5YeSGQ,0,,False,_AHSo65i_V8
Ugxuo_tzv8vc9NWzRr14AaABAg,Pra passar ali em 4:43 era só voar usando o spin jump,قبل 4 سنوات (تم تعديله),Sailor Palutena,UCzssZOQFntagYDJMFd2W-2Q,42,,False,LBCKfWjoyuU
UgjsfjmFYq82engCoAEC.7-H0Z7-RL0A7-H0iM2anaP,it would look better if I used a professional video editor. hopefully I will have one soon. thanks for the positive feedback!,قبل 7 سنوات,Vortex TV,UCekZnMWfXVjddmJ9Ahxmpvg,0,,False,1AFcu0sJ5pU
UgwcWusDC0SNa8mxWJR4AaABAg,It would be cool if he had diffrent Outfit then normal special infected,قبل 9 أشهر,Jaime Swicegood,UC5YNOiOtrlPr2ImBtg_UL3Q,24,,False,Fh3S7l5sEtI
UgyWh_7EKhscGIRSKFN4AaABAg,"How they holding up? I might cop a DS pair, just wondering if they fading or turning colors.",قبل سنة واحدة,OGtimmy23,UC5dxFy7Aek7We5x_t2iBGeg,0,,False,pEDEuQ26LMs
Ugw7ox9W6jSHixqf19R4AaABAg,raro como perro verde,قبل 3 سنوات,Matias Alvarez,UC0bWYs6TntwpmbNXsd4DDfA,0,,False,OjAlGWU1Exc
UghYdAq6HGQw63gCoAEC,"Videos from the past, where psisyndicate did not only play sweaty arma3 rp servers.",قبل 5 سنوات,Tom Wessel,UCcHm-elVnoaSKhzYJXatyjg,76,,False,7ZQ5FyQEn2A
UgyxaKJQ5KuDIZJeJE94AaABAg,좋은정보 잘보고 갑니다 ^^,قبل 3 سنوات,거지캠퍼,UCYKo7R6C1uDwHxcBIi_0uQw,0,,False,jRMvlriMATg
UgzRZWIq3eD1PsV7u2Z4AaABAg,ماشاءالله  اپنا ناڑ,قبل سنتين,Mamoon Hafeez,UC4ECV5eGeb5meU0Y-PTQ7lA,2,,False,ZyfemNSszOc
UgwwUcWYVS_BfCuJEGV4AaABAg,This was posted on my birthday!,قبل 3 سنوات,This is a bad channel. Stop subscribing.,UCiWbWi4Ab5B_gqBAHqS2p_w,0,,False,j5fh2KVj-i4
UgzsvtargqHznluHvM94AaABAg,"venían del baño... 

jaja, broma eh que soy cule",قبل 10 سنوات,Bubbi,UCPpbFVlhRhzbKssPYzNVvXw,0,,False,-thXGl4mZdY
UgiGPHHbnvzTy3gCoAEC,"Per als que critiquen el playback: Normalment es fa abans de tindre un concert (si us fixeu el 8 de Maig era dijous) per no fer un sobreesforç i fotre's la veu a televisió o a actuacions gratuites i anar als concerts on la gent paga sense poder fer un bon concert. També podría ser que no els hi deixessin fer cuatre escalfaments de les cordes vocals i per tant, per evitar el que es ""trenques"" la veu per els dies seguents van preferir fer playback.

No dic que fos el que va passar, però son uns dels motius per fer playback.",قبل 7 سنوات,Jbcn,UC8noQfqw1Jg1Xl2ApaWjyGg,5,,False,P3w2RgItVCM
UgysCfs2JAcq8FFi6Et4AaABAg,군대에 가셨다는데 제대하시고 분명 스타 되실거라고 믿는 분 중 한분.. 생각날때마다 유튜브로 와서 보네요. 스트리밍으로는 거의 매일 듣고...ㅎㅎ,قبل 9 أشهر,고고싱,UCW3uz5syMSNShbhNXHEla0Q,66,,False,C4fsZALYJNk
UgjQ3a7QV9nSl3gCoAEC,"muchas gracias, gracias a ti personalizo y optimizo casi o al máximo mis dispositivo eres de los mejores en android, esplicas muy bien. gracias por tus aportes",قبل 6 سنوات,alberto maya,UC17jPicoV1hPpMXnsInX08Q,0,,False,RJmuIYWyzoA
UgzggwV37hSwd7kgP4J4AaABAg,спасибо вам за мотивацию.не могу дождаться марафона летняя сказка,قبل 3 سنوات,Aliona Golubeva,UC3XlayUsZ1IWuD70V0fAq4Q,0,,False,lrq-tAGNmQA
Ugwu8m7YOVg7peE0c0N4AaABAg,Semoga regina makin jaya,قبل 4 سنوات,Rhesi_difa rhedifa,UCwlAVXQUOhn7EqLZbFx8IYQ,2,,True,UaKPQRDAX4Y
Ugxf04iT7XBtjXQrHhB4AaABAg,Собака друг человека. Искренне преданные и любящие животные.,قبل 9 أيام,Александр Калугин,UCZctbkdoVSGmkIJaQqTooeg,17,,False,70HqEuiN7sg
UgyCaVRxnbQAt7F3oud4AaABAg,"aaaaaaaawwwwwwwwwwwwww Tom es tan lindoooooooooooooo al final si se disculpo!
es un amor!!!",قبل 4 سنوات,sice the dyslexic witch,UC-6ifwq6pN-r0tlJIZYK7GQ,47,,False,uuukBJy3gRM
UgjH-0MHPV1o4ngCoAEC.8HmM7qcZAxt8Hm_OPnXxOQ,you just counter and switch at the same time.,قبل 5 سنوات,Zeno.V,UCXFM8dlCsCxHZcBM5KsMw8Q,0,,False,oSUkFUeLk14
Uggo21UOHefm9XgCoAEC,"Just to share my experience.

I bricked my board with the windows update utility (as usual I guess).
To fix it I used an old ECS G31-M7 (v1.0) board. It doesn't have a LPT port but it has an LPT header. I searched for the pins layout and once I've found it i simply connected them with the SPI header of the ASUS P5B. I didn't use any resistors and capacitors. The power supply I have outputs 3.3V at the orange cables of the SATA connectors so I used it for the SPI power. It is good to use the same supply for the SPI connector, that you use on the programming PC due to ground differences. Otherwise you will have to connect one black cable of the supply (you can use one on the SATA port that you took the orange cable from) wich I did just to make sure.

I connected the SPI cable before booting just to make sure that the both boards start at the same time. This is neccessary in my oppinion just because of the SPI specifications.

I booted up my FreeDOS USB drive on wich I have also set a folder with the neccessary files - SPIPGM2 and the bios for the update. I used the last version of the bios because it doesn't really matter what was the previous one.

I erased the chip, programmed it with /p (doesn't matter if /s or /p in my case) and after that I dumped the chip data to the USB drive.

I rebooted with Windows just to check if the dumped data matches the one in the bios rom file. They should be absolutely exact. This will save you time if you have to remount the board to a PC in order to check if it's working.

Afterwards I cleared the CMOS, put the board in place and booted up. I had no problems with anything and the overal time I have spend was 30min's for the reflash procedure and 30min's to solder an LPT cable I didn't even used and maybe 2-3hrs of searching for the info of how to do this.

So overall I'm really happy how it turned out, I'm currently using the board and I have no problems. I ran an ASUS procedure just to verify the BIOS integrity and it was a 100% match.

Thanks for the guide.",قبل 7 سنوات,Miroslav Kozarev,UCZvDG6HFZx7biy-0feFQSMg,0,,False,LaA9kIuloa4
UgwKuQc4BQS0ijLO6q14AaABAg,"you seen the Rowley's lately? I havent seen those guys in years, I wonder if they are still racing. last time I saw them they had two trans ams and ragan still had the Buick",قبل 9 سنوات,Bullitt Outdoors,UCYmH8I5Ge5BGsDSMnm4olYQ,0,,False,Sfexh1veLYM
UgzMzO6NWqY-gQc6MU14AaABAg,Halo Sarvan supar,قبل 3 سنوات,Vijay Kumar,UCtB7OamfsT2Y4WuoSI76eFQ,0,,True,zb8oVb1t-xE
UggIpRsE6SIVvngCoAEC,I know what I'm about to will be unbelievable but power word kill WILL work on those vampire mages.  I know it shouldn't but it does.,قبل 7 سنوات,Jeff Unrau,UCIsonCk9NH-qL8iFOUuiJ9g,1,,False,7nS0VKyMMGw
UgxDbr0gqXJVeB80GYd4AaABAg,Que Deus continue abençoando toda família Lustosa e honrado,قبل 3 سنوات,Sandra Erlem Rocha,UCJDRYrKWaua4judjJ-e5Vig,1,,False,RD6y2fFBf20
Ugjgom8zMBaQXngCoAEC,"Só vim aqui pra te da um Oi mesmo. 😂 Parabéns por tudo que você anda conquistando na sua vida, que vc consiga atingir todos seus objetivos, 💕 Te adoro💪 Saiba que sempre vai ter gente que e sua(seu) fã que vai te apoiar e ajudar pra tudo que precisar, e eu me incluo  nessa.",قبل 6 سنوات,Aléxia Santos,UCikysmmpCITMwlOiSFzovWw,0,,False,CYCkuD87WLo
UgzXq6F0wfS2lK0NC594AaABAg,i know what you mean... i think O_o' i wish he was back ._.',قبل 14 سنة,rakujitsu,UCYO23WNBWRX3sSFWx6BCkCw,0,,False,x2U25_mzAD4
UgisBUJOT6ZGI3gCoAEC,STOOOPPPPPP LMAO,قبل 7 سنوات,TheRotomFactor,UCe87MR1kEKCVEcQkemSSS3w,0,,False,ennMa92nrm4
UgxOEj1GwV0Y6_-LBk94AaABAg,Yo tambien me gradue y como no se ingles no tengo un buen trabajo en EE.UU.😥,قبل 3 سنوات,Gema Barreto,UCyVJq3njG7LFXIf_bDlcxUw,0,,False,c2EVMB-V6kY
Ugzn9C414_YllZ4JRG14AaABAg,Super ❤🌞❤,قبل 4 سنوات,Elen Peterová,UCWiyKBwR6aa8i5h7scD0bfQ,1,,False,tzVuVCAvIc4
UgyyII7R_L2Ptbn_Vu14AaABAg,"Ele passa em portas e elevadores aberto? Compreium lindso na macrobaby o britax b lively double mas alem de pesado nao entra no elevador e nemmpsssa nas postas nao seioq fazer com
Ele
E qual comprsr e paguei bem caro nesse britax so de imposto pra importar foi csrisismo kkk",قبل سنة واحدة,Talikii,UC9Ojx1FmrVJPDQpM4yo1ZKA,1,,False,mS3-7rIKN-g
UgyOFWEAl9B3g6ND7K94AaABAg,ATÉ HOJE N FUI BANIDO EM FALAR EM CEROL O MEU ACABOU VOU ALI NA RUA PEGAR UMA GARRAFA DE VIDRO JA VOLTO! KKKKK,قبل شهر واحد,Pedrin࿊,UCANdYhvqZLGDcYOzPY-zqig,2,,False,lTrbUnETN_I
UgywJupSr6gswXT0c4t4AaABAg,waryaa faqash batihiin wad ogtihiin anan waanu ognahay ee joojiya heesaha somaliland aad isticmalaysaan mudhunyahaw,قبل 3 سنوات,Raabi Ali,UCMm9h8yIOajo8xoMR7xl1KQ,0,,False,Es9FJFHauRw
